lemma,pos,verdict,nT,nF,n_syn,n_clusters,lexfiles
persuasion,N,POLYSEME_CAND,1,0,2,1,noun.cognition|noun.communication
loan,N,POLYSEME_CAND,1,0,2,1,noun.communication|noun.possession
anger,V,POLYSEME_CAND,1,0,2,2,verb.emotion
misery,N,POLYSEME_CAND,0,1,2,1,noun.feeling|noun.state
recreation,N,POLYSEME_CAND,1,0,2,1,noun.act
domesticity,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.attribute
nude,N,POLYSEME_CAND,0,1,4,1,noun.artifact|noun.person|noun.state
lecture,V,POLYSEME_CAND,1,0,2,2,verb.communication
rehearsal,N,POLYSEME_CAND,1,0,2,1,noun.act
falsity,N,POLYSEME_CAND,1,0,2,1,noun.communication|noun.state
assurance,N,POLYSEME_CAND,0,1,4,1,noun.cognition|noun.communication|noun.possession
risk,V,POLYSEME_CAND,1,0,2,1,verb.social
char,N,POLYSEME_CAND,0,1,3,1,noun.animal|noun.person|noun.substance
shadiness,N,POLYSEME_CAND,0,1,2,1,noun.attribute|noun.state
deed,N,POLYSEME_CAND,1,0,2,1,noun.Tops|noun.communication
officer,N,POLYSEME_CAND,1,0,4,1,noun.person
dissipation,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.event
studio,N,POLYSEME_CAND,1,0,3,1,noun.artifact
plenty,N,POLYSEME_CAND,0,1,2,1,noun.attribute|noun.quantity
average,N,POLYSEME_CAND,1,0,3,1,noun.cognition|noun.relation
torture,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.feeling|noun.state
jockey,N,POLYSEME_CAND,1,0,2,1,noun.person
canon,N,POLYSEME_CAND,1,0,6,1,noun.communication|noun.object|noun.person
modify,V,POLYSEME_CAND,1,0,3,3,verb.change
compress,V,POLYSEME_CAND,1,0,2,2,verb.contact
harbour,N,POLYSEME_CAND,0,1,2,1,noun.artifact|noun.location
applaud,V,POLYSEME_CAND,1,0,2,2,verb.communication
buzz,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.event
footprint,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.communication
intention,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.cognition
kick,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.cognition|noun.communication|noun.event|noun.feeling
smoothness,N,POLYSEME_CAND,0,1,5,1,noun.attribute|noun.communication
exhibition,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.group
maneuver,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.cognition
tipper,N,POLYSEME_CAND,1,0,2,1,noun.artifact|noun.person
literature,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.cognition|noun.communication
spade,N,POLYSEME_CAND,1,0,3,1,noun.artifact|noun.person
reinstatement,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.state
drought,N,POLYSEME_CAND,0,1,2,1,noun.state|noun.time
fight,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.attribute|noun.communication
protest,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication
abridge,V,POLYSEME_CAND,1,0,2,1,verb.change
tilt,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.attribute|noun.cognition|noun.communication|noun.event
liberty,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.state|noun.time
carve,V,POLYSEME_CAND,1,0,3,1,verb.contact
proliferate,V,POLYSEME_CAND,1,0,2,2,verb.change
hew,V,POLYSEME_CAND,1,0,2,2,verb.contact
sophistication,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.attribute|noun.cognition
abatement,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.event
ticket,N,POLYSEME_CAND,0,1,5,1,noun.attribute|noun.communication
distribution,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.attribute|noun.cognition
last,V,POLYSEME_CAND,1,0,2,2,verb.stative
patronage,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.communication|noun.group
occurrence,N,POLYSEME_CAND,1,0,2,1,noun.event|noun.state
advantage,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.quantity
whimsy,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.cognition
vote,V,POLYSEME_CAND,1,0,5,3,verb.social
partnership,N,POLYSEME_CAND,1,0,3,1,noun.communication|noun.group|noun.relation
largeness,N,POLYSEME_CAND,0,1,4,1,noun.attribute|noun.cognition
parade,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.group
refrigerate,V,POLYSEME_CAND,1,0,2,2,verb.change
ash,N,POLYSEME_CAND,1,0,3,1,noun.plant|noun.substance
gem,N,POLYSEME_CAND,0,1,5,1,noun.artifact|noun.food|noun.person|noun.substance
blend,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication|noun.event
plume,N,POLYSEME_CAND,1,0,3,1,noun.animal|noun.artifact|noun.shape
curd,N,POLYSEME_CAND,1,0,2,1,noun.food
remover,N,POLYSEME_CAND,1,0,2,1,noun.person|noun.substance
wateriness,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.state
continent,N,POLYSEME_CAND,1,0,2,1,noun.location|noun.object
wine,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.food
aliyah,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.communication
affair,N,POLYSEME_CAND,1,0,3,1,noun.cognition|noun.event|noun.state
characterize,V,POLYSEME_CAND,1,0,2,1,verb.communication|verb.stative
aptness,N,POLYSEME_CAND,1,0,2,1,noun.attribute
collapse,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.event|noun.state
abuse,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication
refresher,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.food|noun.possession
barrage,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.communication
denizen,N,POLYSEME_CAND,0,1,2,1,noun.animal|noun.person
state,V,POLYSEME_CAND,1,0,3,2,verb.communication
dollar,N,POLYSEME_CAND,0,1,4,1,noun.communication|noun.possession|noun.quantity
policy,N,POLYSEME_CAND,0,1,3,1,noun.cognition|noun.communication
urgency,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.communication|noun.state
hitter,N,POLYSEME_CAND,1,0,2,1,noun.person
affiliation,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.state
impregnation,N,POLYSEME_CAND,0,1,3,1,noun.event|noun.process|noun.substance
motivation,N,POLYSEME_CAND,0,1,3,1,noun.Tops|noun.act|noun.state
holiday,N,POLYSEME_CAND,1,0,2,1,noun.time
segment,V,POLYSEME_CAND,1,0,2,1,verb.contact
cooperation,N,POLYSEME_CAND,1,0,2,1,noun.act
militia,N,POLYSEME_CAND,1,0,2,1,noun.group
probation,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.time
detention,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.state
precaution,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.cognition
nightlife,N,POLYSEME_CAND,1,0,2,1,noun.act
pencil,N,POLYSEME_CAND,0,1,4,1,noun.artifact|noun.shape|noun.substance
string,N,POLYSEME_CAND,0,1,10,1,noun.artifact|noun.communication|noun.group|noun.object|noun.substance
kinship,N,POLYSEME_CAND,1,0,2,1,noun.relation
breakdown,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.cognition|noun.event|noun.state
inadequacy,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.state
reappearance,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.event
usage,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication
demon,N,POLYSEME_CAND,1,0,3,2,noun.person
eccentricity,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.shape
socialization,N,POLYSEME_CAND,1,0,3,1,noun.act
oppression,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.feeling|noun.state
manipulation,N,POLYSEME_CAND,1,0,2,1,noun.act
delight,N,POLYSEME_CAND,0,1,2,1,noun.cognition|noun.feeling
forwarding,N,POLYSEME_CAND,1,0,2,1,noun.act
dimple,N,POLYSEME_CAND,1,0,3,1,noun.body|noun.shape|noun.substance
pity,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.event|noun.feeling
brother,N,POLYSEME_CAND,1,0,5,1,noun.person
show,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.communication
fondler,N,POLYSEME_CAND,1,0,2,1,noun.person
confusion,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.cognition|noun.feeling|noun.state
pronunciation,N,POLYSEME_CAND,1,0,2,1,noun.communication
criticism,N,POLYSEME_CAND,0,1,3,1,noun.cognition|noun.communication
wrong,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.attribute
promulgation,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.communication
hostility,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.attribute|noun.feeling|noun.state
joy,N,POLYSEME_CAND,0,1,2,1,noun.cognition|noun.feeling
license,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.communication|noun.state
prohibition,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.communication|noun.time
strand,N,POLYSEME_CAND,0,1,6,1,noun.artifact|noun.cognition|noun.location|noun.object|noun.substance
delay,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.time
bye,N,POLYSEME_CAND,1,0,2,1,noun.communication
longevity,N,POLYSEME_CAND,1,0,2,1,noun.attribute
preponderance,N,POLYSEME_CAND,1,0,3,1,noun.attribute
explanation,N,POLYSEME_CAND,1,0,3,1,noun.cognition|noun.communication
log,N,POLYSEME_CAND,1,0,5,1,noun.artifact|noun.communication|noun.substance
cost,V,POLYSEME_CAND,1,0,2,2,verb.stative
pocket,V,POLYSEME_CAND,1,0,2,2,verb.possession
stab,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.feeling
crisis,N,POLYSEME_CAND,0,1,2,1,noun.event|noun.state
reality,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.cognition|noun.state
easiness,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.attribute|noun.feeling
reverence,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.cognition|noun.feeling
instruction,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.communication
heritage,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.attribute|noun.cognition|noun.possession
caller,N,POLYSEME_CAND,1,0,7,1,noun.person
defeat,N,POLYSEME_CAND,1,0,2,1,noun.event|noun.feeling
groom,V,POLYSEME_CAND,1,0,3,1,verb.body|verb.social
companion,N,POLYSEME_CAND,1,0,3,1,noun.person
parity,N,POLYSEME_CAND,0,1,5,1,noun.attribute|noun.cognition|noun.quantity|noun.relation|noun.state
conversion,N,POLYSEME_CAND,0,1,9,1,noun.act|noun.cognition|noun.communication|noun.event|noun.process
rift,N,POLYSEME_CAND,1,0,3,1,noun.event|noun.object
consultation,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication
humour,N,POLYSEME_CAND,1,0,6,1,noun.attribute|noun.body|noun.communication|noun.feeling
neighbor,N,POLYSEME_CAND,1,0,2,1,noun.object|noun.person
sinking,N,POLYSEME_CAND,1,0,3,1,noun.event|noun.feeling
seizure,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.state
conscience,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.feeling|noun.motive
team,N,POLYSEME_CAND,1,0,2,1,noun.group
morale,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.state
passion,N,POLYSEME_CAND,0,1,7,1,noun.attribute|noun.cognition|noun.feeling|noun.motive|noun.state
dress,N,POLYSEME_CAND,1,0,3,1,noun.artifact
chip,V,POLYSEME_CAND,1,0,5,4,verb.contact
election,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.cognition|noun.state
logic,N,POLYSEME_CAND,1,0,5,1,noun.cognition
approval,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.communication|noun.feeling|noun.state
seating,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.artifact
irony,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.communication
government,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.cognition|noun.group
interview,N,POLYSEME_CAND,1,0,2,1,noun.communication
estimation,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.cognition|noun.communication
sister,N,POLYSEME_CAND,1,0,4,1,noun.person
jolt,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.event
gas,N,POLYSEME_CAND,0,1,6,1,noun.artifact|noun.state|noun.substance
religion,N,POLYSEME_CAND,1,0,2,1,noun.cognition|noun.group
estimate,V,POLYSEME_CAND,1,0,2,2,verb.cognition
unleash,V,POLYSEME_CAND,1,0,3,3,verb.contact
zone,N,POLYSEME_CAND,1,0,4,1,noun.body|noun.location
emphasis,N,POLYSEME_CAND,0,1,4,1,noun.attribute|noun.communication|noun.state
hoist,V,POLYSEME_CAND,1,0,3,1,verb.contact
bond,N,POLYSEME_CAND,0,1,10,1,noun.artifact|noun.attribute|noun.person|noun.phenomenon|noun.possession|noun.relation|noun.substance
cinema,N,POLYSEME_CAND,0,1,2,1,noun.artifact|noun.communication
stampede,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.event
awareness,N,POLYSEME_CAND,1,0,2,1,noun.cognition
dignity,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.state
conjecture,N,POLYSEME_CAND,0,1,3,1,noun.cognition|noun.communication
theme,N,POLYSEME_CAND,0,1,5,1,noun.cognition|noun.communication
preferment,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.communication
derivative,N,POLYSEME_CAND,0,1,4,1,noun.cognition|noun.communication|noun.substance
reproach,N,POLYSEME_CAND,0,1,2,1,noun.communication|noun.state
enterprise,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.group
topic,N,POLYSEME_CAND,0,1,2,1,noun.cognition|noun.communication
climax,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.communication|noun.event|noun.state
marry,V,POLYSEME_CAND,1,0,2,2,verb.social
legitimation,N,POLYSEME_CAND,1,0,2,1,noun.act
theology,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.cognition
fault,N,POLYSEME_CAND,1,0,7,1,noun.act|noun.attribute|noun.event|noun.object|noun.state
captain,N,POLYSEME_CAND,1,0,7,1,noun.person
excursion,N,POLYSEME_CAND,1,0,2,1,noun.act
pretension,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.communication
scream,N,POLYSEME_CAND,0,1,3,1,noun.communication|noun.event
taker,N,POLYSEME_CAND,1,0,2,1,noun.person
roominess,N,POLYSEME_CAND,0,1,2,1,noun.attribute|noun.cognition
consist,V,POLYSEME_CAND,1,0,4,4,verb.stative
blood,N,POLYSEME_CAND,1,0,5,1,noun.attribute|noun.body|noun.group|noun.person
setter,N,POLYSEME_CAND,0,1,2,1,noun.animal|noun.person
palpitate,V,POLYSEME_CAND,1,0,3,2,verb.motion
running,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.state
tighten,V,POLYSEME_CAND,1,0,4,3,verb.change
dash,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.attribute|noun.communication|noun.event
theory,N,POLYSEME_CAND,1,0,3,1,noun.cognition
rendition,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.cognition|noun.communication
celebrate,V,POLYSEME_CAND,1,0,3,3,verb.social
retroversion,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.communication|noun.state
manifestation,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.communication|noun.event
site,N,POLYSEME_CAND,0,1,3,1,noun.communication|noun.location
folly,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.attribute|noun.cognition
heating,N,POLYSEME_CAND,1,0,2,1,noun.artifact|noun.process
violence,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.state
tiger,N,POLYSEME_CAND,1,0,2,1,noun.animal|noun.person
park,N,POLYSEME_CAND,0,1,6,1,noun.artifact|noun.location|noun.person
man,N,POLYSEME_CAND,0,1,11,1,noun.animal|noun.artifact|noun.location|noun.person
definition,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.communication
leviathan,N,POLYSEME_CAND,1,0,2,2,noun.person
efficiency,N,POLYSEME_CAND,1,0,2,1,noun.cognition|noun.relation
attest,V,POLYSEME_CAND,1,0,4,2,verb.communication
attention,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.attribute|noun.cognition
local,N,POLYSEME_CAND,1,0,2,1,noun.artifact
rascal,N,POLYSEME_CAND,1,0,2,1,noun.person
take,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.possession
magnitude,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.relation
mistake,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.cognition|noun.communication
deuce,N,POLYSEME_CAND,1,0,4,1,noun.artifact|noun.communication|noun.quantity|noun.state
fact,N,POLYSEME_CAND,1,0,4,1,noun.cognition|noun.communication|noun.state
debt,N,POLYSEME_CAND,1,0,3,1,noun.communication|noun.possession|noun.state
triumph,N,POLYSEME_CAND,1,0,2,1,noun.event|noun.feeling
lid,N,POLYSEME_CAND,0,1,3,1,noun.artifact|noun.body
scare,N,POLYSEME_CAND,1,0,2,1,noun.feeling|noun.state
standing,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication|noun.state
precedence,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.state
projection,N,POLYSEME_CAND,1,0,10,1,noun.act|noun.artifact|noun.cognition|noun.communication|noun.phenomenon|noun.process|noun.shape
lover,N,POLYSEME_CAND,1,0,3,1,noun.person
comparison,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.relation
freshness,N,POLYSEME_CAND,1,0,5,1,noun.attribute|noun.cognition|noun.state
dawn,N,POLYSEME_CAND,0,1,3,1,noun.event|noun.time
analogy,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.cognition
earth,N,POLYSEME_CAND,0,1,7,1,noun.artifact|noun.cognition|noun.location|noun.object|noun.substance
warm,V,POLYSEME_CAND,1,0,2,2,verb.change
reunite,V,POLYSEME_CAND,1,0,2,2,verb.social
planting,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.group
handwriting,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.communication
recourse,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.attribute
alleviator,N,POLYSEME_CAND,1,0,2,1,noun.artifact|noun.person
involvement,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.cognition|noun.relation|noun.state
iceberg,N,POLYSEME_CAND,0,1,2,1,noun.food|noun.object
identification,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.attribute|noun.cognition|noun.communication|noun.state
discovery,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.cognition|noun.communication
contribution,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.possession
runoff,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.event
demonstration,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.communication
quest,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.cognition
reform,V,POLYSEME_CAND,1,0,6,5,verb.change
version,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.cognition|noun.communication
coat,N,POLYSEME_CAND,0,1,3,1,noun.animal|noun.artifact
discipline,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.attribute|noun.cognition
blanket,N,POLYSEME_CAND,0,1,3,1,noun.artifact|noun.object
speculation,N,POLYSEME_CAND,0,1,4,1,noun.cognition|noun.communication|noun.possession
dereliction,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.attribute
interpretation,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.cognition|noun.communication
juncture,N,POLYSEME_CAND,1,0,3,1,noun.event|noun.shape|noun.state
boil,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.state
synthesize,V,POLYSEME_CAND,1,0,2,2,verb.cognition
flagship,N,POLYSEME_CAND,1,0,2,1,noun.artifact
stringer,N,POLYSEME_CAND,1,0,4,1,noun.artifact|noun.person
carrier,N,POLYSEME_CAND,0,1,11,1,noun.animal|noun.artifact|noun.group|noun.person|noun.phenomenon|noun.substance
sawmill,N,POLYSEME_CAND,1,0,2,1,noun.artifact
embarrassment,N,POLYSEME_CAND,0,1,4,1,noun.attribute|noun.event|noun.feeling|noun.state
sincerity,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.feeling
disorder,N,POLYSEME_CAND,1,0,3,1,noun.state
ice,N,POLYSEME_CAND,0,1,8,1,noun.artifact|noun.food|noun.object|noun.possession|noun.substance
outburst,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.communication|noun.event
piracy,N,POLYSEME_CAND,1,0,2,1,noun.act
tune,V,POLYSEME_CAND,1,0,2,1,verb.change
sober,V,POLYSEME_CAND,1,0,3,2,verb.change
truncation,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute
experiment,V,POLYSEME_CAND,1,0,2,2,verb.social
tenderness,N,POLYSEME_CAND,1,0,5,1,noun.attribute|noun.feeling|noun.state
honour,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.communication|noun.state
warrant,V,POLYSEME_CAND,1,0,2,2,verb.communication
pop,N,POLYSEME_CAND,0,1,4,1,noun.communication|noun.event|noun.food|noun.person
blue,N,POLYSEME_CAND,1,0,7,1,noun.animal|noun.artifact|noun.attribute|noun.group|noun.object|noun.substance
enclosure,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.artifact|noun.communication|noun.object
infamy,N,POLYSEME_CAND,1,0,2,1,noun.state
problem,N,POLYSEME_CAND,0,1,3,1,noun.cognition|noun.communication|noun.state
fantasy,N,POLYSEME_CAND,0,1,3,1,noun.cognition|noun.communication
congener,N,POLYSEME_CAND,1,0,3,1,noun.Tops|noun.animal|noun.substance
sculpt,V,POLYSEME_CAND,0,1,2,1,verb.contact|verb.creation
disaster,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.event|noun.state
sufficiency,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.quantity|noun.state
reorganization,N,POLYSEME_CAND,1,0,2,1,noun.act
responsibility,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.state
career,N,POLYSEME_CAND,1,0,2,1,noun.act
desire,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.feeling|noun.state
vegetation,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.body|noun.group|noun.process
spray,N,POLYSEME_CAND,0,1,6,1,noun.artifact|noun.event|noun.quantity|noun.substance
music,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.cognition|noun.communication
appropriation,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.possession
pitch,N,POLYSEME_CAND,0,1,10,1,noun.act|noun.attribute|noun.communication|noun.location|noun.substance
warn,V,POLYSEME_CAND,1,0,4,2,verb.communication
mold,N,POLYSEME_CAND,1,0,8,1,noun.artifact|noun.attribute|noun.food|noun.plant|noun.process|noun.shape|noun.substance
yesterday,N,POLYSEME_CAND,1,0,2,1,noun.time
protocol,N,POLYSEME_CAND,1,0,3,1,noun.cognition|noun.communication
batch,N,POLYSEME_CAND,0,1,3,1,noun.group|noun.quantity
plague,N,POLYSEME_CAND,0,1,5,1,noun.cognition|noun.event|noun.group|noun.state
hearth,N,POLYSEME_CAND,0,1,3,1,noun.artifact|noun.location
glory,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.state
truss,V,POLYSEME_CAND,1,0,3,3,verb.contact
agony,N,POLYSEME_CAND,1,0,2,1,noun.feeling|noun.state
ticker,N,POLYSEME_CAND,1,0,3,1,noun.artifact|noun.body
consideration,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.attribute|noun.cognition|noun.communication|noun.possession
height,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.state
laughter,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.communication
manhood,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.attribute|noun.state
fertility,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.state|noun.time
joke,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.attribute|noun.communication
batter,N,POLYSEME_CAND,0,1,2,1,noun.food|noun.person
revival,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.group
expense,N,POLYSEME_CAND,0,1,3,1,noun.event|noun.possession
alphabet,N,POLYSEME_CAND,1,0,2,1,noun.cognition|noun.communication
guy,N,POLYSEME_CAND,1,0,3,1,noun.artifact|noun.person
girlfriend,N,POLYSEME_CAND,1,0,2,1,noun.person
aroma,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.cognition
separatism,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.group
bail,N,POLYSEME_CAND,0,1,2,1,noun.cognition|noun.possession
spreader,N,POLYSEME_CAND,1,0,2,1,noun.artifact
mellow,V,POLYSEME_CAND,1,0,3,3,verb.change
variation,N,POLYSEME_CAND,0,1,11,1,noun.act|noun.artifact|noun.cognition|noun.communication|noun.event|noun.person|noun.phenomenon|noun.process|noun.shape
amount,N,POLYSEME_CAND,1,0,4,1,noun.Tops|noun.attribute|noun.cognition|noun.possession
eclat,N,POLYSEME_CAND,0,1,3,1,noun.attribute|noun.communication
squeamishness,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.state
oat,N,POLYSEME_CAND,1,0,2,1,noun.food|noun.plant
smoking,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.process
determination,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.attribute|noun.cognition
contour,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.cognition|noun.communication
